CollegeCode,College,DepartmentCode,Department,Subject,CourseNumber,CRN,Section,CourseTitle,Campus,CreditHours,SeatLimit,Enrolled,Remaining,RoomCapacity,CorequisiteIndicator,WLCapacity,WLActual,WLRemaining,Status,Instructor,StartDate,EndDate,StartTime,EndTime,Days,Building,PartofTerm,AllFacultyLastName,AllFacultyP,ApproveTypeCode,AllFacultyFullName
FA,Fine Arts,MUSC,Music,MUSP,400,24041,02B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Kozenko,8/21/17,12/11/17,1730,1830,   R  ,TBD TBD,1,Kozenko,L. Kozenko,,Lisa Kozenko
FA,Fine Arts,MUSC,Music,MUSP,400,24067,02C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Kozenko,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Kozenko,L. Kozenko,,Lisa Kozenko
FA,Fine Arts,MUSC,Music,MUSP,400,24067,02C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Kozenko,8/21/17,12/11/17,1730,1830,   R  ,TBD TBD,1,Kozenko,L. Kozenko,,Lisa Kozenko
FA,Fine Arts,MUSC,Music,MUSP,400,11363,3,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Crawford,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Crawford,E. Crawford,,Elizabeth Crawford
FA,Fine Arts,MUSC,Music,MUSP,400,11363,3,Major Study,M,1,30,0,30,,N,0,0,0,Active,Crawford,8/21/17,12/11/17,,,     , ,1,Crawford,E. Crawford,,Elizabeth Crawford
FA,Fine Arts,MUSC,Music,MUSP,400,24010,03A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Crawford,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Crawford,E. Crawford,,Elizabeth Crawford
FA,Fine Arts,MUSC,Music,MUSP,400,24010,03A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Crawford,8/21/17,12/11/17,,,     , ,1,Crawford,E. Crawford,,Elizabeth Crawford
FA,Fine Arts,MUSC,Music,MUSP,400,24043,03B,Major Study,M,3,30,1,29,400,N,0,0,0,Active,Crawford,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Crawford,E. Crawford,,Elizabeth Crawford
FA,Fine Arts,MUSC,Music,MUSP,400,24043,03B,Major Study,M,3,30,1,29,,N,0,0,0,Active,Crawford,8/21/17,12/11/17,,,     , ,1,Crawford,E. Crawford,,Elizabeth Crawford
FA,Fine Arts,MUSC,Music,MUSP,400,24069,03C,Major Study,M,4,30,1,29,400,N,0,0,0,Active,Crawford,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Crawford,E. Crawford,,Elizabeth Crawford
FA,Fine Arts,MUSC,Music,MUSP,400,24069,03C,Major Study,M,4,30,1,29,,N,0,0,0,Active,Crawford,8/21/17,12/11/17,,,     , ,1,Crawford,E. Crawford,,Elizabeth Crawford
FA,Fine Arts,MUSC,Music,MUSP,400,11365,4,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Sweger,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Sweger,K. Sweger,,Keith Sweger
FA,Fine Arts,MUSC,Music,MUSP,400,11365,4,Major Study,M,1,30,0,30,,N,0,0,0,Active,Sweger,8/21/17,12/11/17,1700,1750,M     ,TBD TBD,1,Sweger,K. Sweger,,Keith Sweger
FA,Fine Arts,MUSC,Music,MUSP,400,24013,04A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Sweger,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Sweger,K. Sweger,,Keith Sweger
FA,Fine Arts,MUSC,Music,MUSP,400,24013,04A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Sweger,8/21/17,12/11/17,1700,1750,M     ,TBD TBD,1,Sweger,K. Sweger,,Keith Sweger
FA,Fine Arts,MUSC,Music,MUSP,400,24046,04B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Sweger,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Sweger,K. Sweger,,Keith Sweger
FA,Fine Arts,MUSC,Music,MUSP,400,24046,04B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Sweger,8/21/17,12/11/17,1700,1750,M     ,TBD TBD,1,Sweger,K. Sweger,,Keith Sweger
FA,Fine Arts,MUSC,Music,MUSP,400,24073,04C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Sweger,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Sweger,K. Sweger,,Keith Sweger
FA,Fine Arts,MUSC,Music,MUSP,400,24073,04C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Sweger,8/21/17,12/11/17,1700,1750,M     ,TBD TBD,1,Sweger,K. Sweger,,Keith Sweger
FA,Fine Arts,MUSC,Music,MUSP,400,11366,5,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Bogert,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Bogert,N. Bogert,,Nathan Bogert
FA,Fine Arts,MUSC,Music,MUSP,400,11366,5,Major Study,M,1,30,0,30,,N,0,0,0,Active,Bogert,8/21/17,12/11/17,,,     , ,1,Bogert,N. Bogert,,Nathan Bogert
FA,Fine Arts,MUSC,Music,MUSP,400,24020,05A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Bogert,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Bogert,N. Bogert,,Nathan Bogert
FA,Fine Arts,MUSC,Music,MUSP,400,24020,05A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Bogert,8/21/17,12/11/17,,,     , ,1,Bogert,N. Bogert,,Nathan Bogert
FA,Fine Arts,MUSC,Music,MUSP,400,24079,05C,Major Study,M,4,30,1,29,400,N,0,0,0,Active,Bogert,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Bogert,N. Bogert,,Nathan Bogert
FA,Fine Arts,MUSC,Music,MUSP,400,24079,05C,Major Study,M,4,30,1,29,,N,0,0,0,Active,Bogert,8/21/17,12/11/17,,,     , ,1,Bogert,N. Bogert,,Nathan Bogert
FA,Fine Arts,MUSC,Music,MUSP,400,11367,11,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Campbell,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Campbell,S. Campbell,,Stephen Campbell
FA,Fine Arts,MUSC,Music,MUSP,400,11367,11,Major Study,M,1,30,0,30,,N,0,0,0,Active,Campbell,8/21/17,12/11/17,,,     , ,1,Campbell,S. Campbell,,Stephen Campbell
FA,Fine Arts,MUSC,Music,MUSP,400,24004,11A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Campbell,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Campbell,S. Campbell,,Stephen Campbell
FA,Fine Arts,MUSC,Music,MUSP,400,24004,11A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Campbell,8/21/17,12/11/17,,,     , ,1,Campbell,S. Campbell,,Stephen Campbell
FA,Fine Arts,MUSC,Music,MUSP,400,24036,11B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Campbell,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Campbell,S. Campbell,,Stephen Campbell
FA,Fine Arts,MUSC,Music,MUSP,400,24036,11B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Campbell,8/21/17,12/11/17,,,     , ,1,Campbell,S. Campbell,,Stephen Campbell
FA,Fine Arts,MUSC,Music,MUSP,400,24062,11C,Major Study,M,4,30,2,28,400,N,0,0,0,Active,Campbell,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Campbell,S. Campbell,,Stephen Campbell
FA,Fine Arts,MUSC,Music,MUSP,400,24062,11C,Major Study,M,4,30,2,28,,N,0,0,0,Active,Campbell,8/21/17,12/11/17,,,     , ,1,Campbell,S. Campbell,,Stephen Campbell
FA,Fine Arts,MUSC,Music,MUSP,400,11368,12,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Berger,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Berger,G. Berger,,Gene Berger
FA,Fine Arts,MUSC,Music,MUSP,400,11368,12,Major Study,M,1,30,0,30,,N,0,0,0,Active,Berger,8/21/17,12/11/17,,,     , ,1,Berger,G. Berger,,Gene Berger
FA,Fine Arts,MUSC,Music,MUSP,400,24005,12A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Berger,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Berger,G. Berger,,Gene Berger
FA,Fine Arts,MUSC,Music,MUSP,400,24005,12A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Berger,8/21/17,12/11/17,,,     , ,1,Berger,G. Berger,,Gene Berger
FA,Fine Arts,MUSC,Music,MUSP,400,24037,12B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Berger,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Berger,G. Berger,,Gene Berger
FA,Fine Arts,MUSC,Music,MUSP,400,24037,12B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Berger,8/21/17,12/11/17,,,     , ,1,Berger,G. Berger,,Gene Berger
FA,Fine Arts,MUSC,Music,MUSP,400,24063,12C,Major Study,M,4,30,1,29,400,N,0,0,0,Active,Berger,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Berger,G. Berger,,Gene Berger
FA,Fine Arts,MUSC,Music,MUSP,400,24063,12C,Major Study,M,4,30,1,29,,N,0,0,0,Active,Berger,8/21/17,12/11/17,,,     , ,1,Berger,G. Berger,,Gene Berger
FA,Fine Arts,MUSC,Music,MUSP,400,11369,13,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Van Hof,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Van Hof,C. Van Hof,,Christopher Van Hof
FA,Fine Arts,MUSC,Music,MUSP,400,11369,13,Major Study,M,1,30,0,30,,N,0,0,0,Active,Van Hof,8/21/17,12/11/17,,,     , ,1,Van Hof,C. Van Hof,,Christopher Van Hof
FA,Fine Arts,MUSC,Music,MUSP,400,24006,13A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Van Hof,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Van Hof,C. Van Hof,,Christopher Van Hof
FA,Fine Arts,MUSC,Music,MUSP,400,24006,13A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Van Hof,8/21/17,12/11/17,,,     , ,1,Van Hof,C. Van Hof,,Christopher Van Hof
FA,Fine Arts,MUSC,Music,MUSP,400,24038,13B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Van Hof,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Van Hof,C. Van Hof,,Christopher Van Hof
FA,Fine Arts,MUSC,Music,MUSP,400,24038,13B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Van Hof,8/21/17,12/11/17,,,     , ,1,Van Hof,C. Van Hof,,Christopher Van Hof
FA,Fine Arts,MUSC,Music,MUSP,400,24064,13C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Van Hof,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Van Hof,C. Van Hof,,Christopher Van Hof
FA,Fine Arts,MUSC,Music,MUSP,400,24064,13C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Van Hof,8/21/17,12/11/17,,,     , ,1,Van Hof,C. Van Hof,,Christopher Van Hof
FA,Fine Arts,MUSC,Music,MUSP,400,11370,14,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Kniffen,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Kniffen,A. Kniffen,,Anthony Kniffen
FA,Fine Arts,MUSC,Music,MUSP,400,11370,14,Major Study,M,1,30,0,30,,N,0,0,0,Active,Kniffen,8/21/17,12/11/17,,,     , ,1,Kniffen,A. Kniffen,,Anthony Kniffen
FA,Fine Arts,MUSC,Music,MUSP,400,24007,14A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Kniffen,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Kniffen,A. Kniffen,,Anthony Kniffen
FA,Fine Arts,MUSC,Music,MUSP,400,24007,14A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Kniffen,8/21/17,12/11/17,,,     , ,1,Kniffen,A. Kniffen,,Anthony Kniffen
FA,Fine Arts,MUSC,Music,MUSP,400,24039,14B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Kniffen,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Kniffen,A. Kniffen,,Anthony Kniffen
FA,Fine Arts,MUSC,Music,MUSP,400,24039,14B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Kniffen,8/21/17,12/11/17,,,     , ,1,Kniffen,A. Kniffen,,Anthony Kniffen
FA,Fine Arts,MUSC,Music,MUSP,400,24065,14C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Kniffen,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Kniffen,A. Kniffen,,Anthony Kniffen
FA,Fine Arts,MUSC,Music,MUSP,400,24065,14C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Kniffen,8/21/17,12/11/17,,,     , ,1,Kniffen,A. Kniffen,,Anthony Kniffen
FA,Fine Arts,MUSC,Music,MUSP,400,11371,15,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Buselli,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSP,400,11371,15,Major Study,M,1,30,0,30,,N,0,0,0,Active,Buselli,8/21/17,12/11/17,,,     , ,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSP,400,24591,15A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Buselli,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSP,400,24591,15A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Buselli,8/21/17,12/11/17,,,     , ,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSP,400,24040,15B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Buselli,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSP,400,24040,15B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Buselli,8/21/17,12/11/17,,,     , ,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSP,400,24066,15C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Buselli,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSP,400,24066,15C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Buselli,8/21/17,12/11/17,,,     , ,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSP,400,11375,21,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Dembar,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Dembar,B. Dembar,,Braham Dembar
FA,Fine Arts,MUSC,Music,MUSP,400,11375,21,Major Study,M,1,30,0,30,,N,0,0,0,Active,Dembar,8/21/17,12/11/17,,,     , ,1,Dembar,B. Dembar,,Braham Dembar
FA,Fine Arts,MUSC,Music,MUSP,400,24009,21A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Dembar,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Dembar,B. Dembar,,Braham Dembar
FA,Fine Arts,MUSC,Music,MUSP,400,24009,21A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Dembar,8/21/17,12/11/17,,,     , ,1,Dembar,B. Dembar,,Braham Dembar
FA,Fine Arts,MUSC,Music,MUSP,400,24042,21B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Dembar,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Dembar,B. Dembar,,Braham Dembar
FA,Fine Arts,MUSC,Music,MUSP,400,24042,21B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Dembar,8/21/17,12/11/17,,,     , ,1,Dembar,B. Dembar,,Braham Dembar
FA,Fine Arts,MUSC,Music,MUSP,400,24068,21C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Dembar,8/21/17,12/11/17,1200,1350,M     ,MI 104,1,Dembar,B. Dembar,,Braham Dembar
FA,Fine Arts,MUSC,Music,MUSP,400,24068,21C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Dembar,8/21/17,12/11/17,,,     , ,1,Dembar,B. Dembar,,Braham Dembar
FA,Fine Arts,MUSC,Music,MUSP,400,11396,31,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Richter Turpin,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Richter Turpin,E. Richter Turpin,,Elizabeth Richter Turpin
FA,Fine Arts,MUSC,Music,MUSP,400,11396,31,Major Study,M,1,30,0,30,100,N,0,0,0,Active,Richter Turpin,8/21/17,12/11/17,1500,1650,M     ,MI 163,1,Richter Turpin,E. Richter Turpin,,Elizabeth Richter Turpin
FA,Fine Arts,MUSC,Music,MUSP,400,24011,31A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Richter Turpin,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Richter Turpin,E. Richter Turpin,,Elizabeth Richter Turpin
FA,Fine Arts,MUSC,Music,MUSP,400,24011,31A,Major Study,M,2,30,0,30,100,N,0,0,0,Active,Richter Turpin,8/21/17,12/11/17,1500,1650,M     ,MI 163,1,Richter Turpin,E. Richter Turpin,,Elizabeth Richter Turpin
FA,Fine Arts,MUSC,Music,MUSP,400,24044,31B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Richter Turpin,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Richter Turpin,E. Richter Turpin,,Elizabeth Richter Turpin
FA,Fine Arts,MUSC,Music,MUSP,400,24044,31B,Major Study,M,3,30,0,30,100,N,0,0,0,Active,Richter Turpin,8/21/17,12/11/17,1500,1650,M     ,MI 163,1,Richter Turpin,E. Richter Turpin,,Elizabeth Richter Turpin
FA,Fine Arts,MUSC,Music,MUSP,400,24070,31C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Richter Turpin,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Richter Turpin,E. Richter Turpin,,Elizabeth Richter Turpin
FA,Fine Arts,MUSC,Music,MUSP,400,24070,31C,Major Study,M,4,30,0,30,100,N,0,0,0,Active,Richter Turpin,8/21/17,12/11/17,1500,1650,M     ,MI 163,1,Richter Turpin,E. Richter Turpin,,Elizabeth Richter Turpin
FA,Fine Arts,MUSC,Music,MUSP,400,11397,36,Major Study,M,1,30,0,30,,N,0,0,0,Active,Reilly,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Reilly,P. Reilly,,Paul Reilly
FA,Fine Arts,MUSC,Music,MUSP,400,11397,36,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Reilly,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Reilly,P. Reilly,,Paul Reilly
FA,Fine Arts,MUSC,Music,MUSP,400,24012,36A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Reilly,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Reilly,P. Reilly,,Paul Reilly
FA,Fine Arts,MUSC,Music,MUSP,400,24012,36A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Reilly,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Reilly,P. Reilly,,Paul Reilly
FA,Fine Arts,MUSC,Music,MUSP,400,24045,36B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Reilly,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Reilly,P. Reilly,,Paul Reilly
FA,Fine Arts,MUSC,Music,MUSP,400,24045,36B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Reilly,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Reilly,P. Reilly,,Paul Reilly
FA,Fine Arts,MUSC,Music,MUSP,400,24071,36C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Reilly,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Reilly,P. Reilly,,Paul Reilly
FA,Fine Arts,MUSC,Music,MUSP,400,24071,36C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Reilly,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Reilly,P. Reilly,,Paul Reilly
FA,Fine Arts,MUSC,Music,MUSP,400,24071,36C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Reilly,8/21/17,12/11/17,,,     , ,1,Reilly,P. Reilly,,Paul Reilly
FA,Fine Arts,MUSC,Music,MUSP,400,27279,38,Major Study,M,1,30,0,30,,N,0,0,0,Active,Tucker,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Tucker,J. Tucker,,Joel Tucker
FA,Fine Arts,MUSC,Music,MUSP,400,27279,38,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Tucker,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Tucker,J. Tucker,,Joel Tucker
FA,Fine Arts,MUSC,Music,MUSP,400,27875,38A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Tucker,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Tucker,J. Tucker,,Joel Tucker
FA,Fine Arts,MUSC,Music,MUSP,400,27875,38A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Tucker,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Tucker,J. Tucker,,Joel Tucker
FA,Fine Arts,MUSC,Music,MUSP,400,27314,38B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Tucker,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Tucker,J. Tucker,,Joel Tucker
FA,Fine Arts,MUSC,Music,MUSP,400,27314,38B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Tucker,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Tucker,J. Tucker,,Joel Tucker
FA,Fine Arts,MUSC,Music,MUSP,400,11398,41,Major Study,M,1,30,0,30,,N,0,0,0,Active,Vayman,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Vayman,A. Vayman,,Anna Vayman
FA,Fine Arts,MUSC,Music,MUSP,400,11398,41,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Vayman,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Vayman,A. Vayman,,Anna Vayman
FA,Fine Arts,MUSC,Music,MUSP,400,24014,41A,Major Study,M,4,30,0,30,,N,0,0,0,Active,Vayman,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Vayman,A. Vayman,,Anna Vayman
FA,Fine Arts,MUSC,Music,MUSP,400,24014,41A,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Vayman,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Vayman,A. Vayman,,Anna Vayman
FA,Fine Arts,MUSC,Music,MUSP,400,24047,41B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Vayman,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Vayman,A. Vayman,,Anna Vayman
FA,Fine Arts,MUSC,Music,MUSP,400,24047,41B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Vayman,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Vayman,A. Vayman,,Anna Vayman
FA,Fine Arts,MUSC,Music,MUSP,400,24074,41C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Vayman,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Vayman,A. Vayman,,Anna Vayman
FA,Fine Arts,MUSC,Music,MUSP,400,24074,41C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Vayman,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Vayman,A. Vayman,,Anna Vayman
FA,Fine Arts,MUSC,Music,MUSP,400,24074,41C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Vayman,8/21/17,12/11/17,,,     , ,1,Vayman,A. Vayman,,Anna Vayman
FA,Fine Arts,MUSC,Music,MUSP,400,11399,42,Major Study,M,1,30,0,30,,N,0,0,0,Active,Meidell,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Meidell,K. Meidell,,Katrin Meidell
FA,Fine Arts,MUSC,Music,MUSP,400,11399,42,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Meidell,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Meidell,K. Meidell,,Katrin Meidell
FA,Fine Arts,MUSC,Music,MUSP,400,24016,42A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Meidell,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Meidell,K. Meidell,,Katrin Meidell
FA,Fine Arts,MUSC,Music,MUSP,400,24016,42A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Meidell,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Meidell,K. Meidell,,Katrin Meidell
FA,Fine Arts,MUSC,Music,MUSP,400,24048,42B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Meidell,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Meidell,K. Meidell,,Katrin Meidell
FA,Fine Arts,MUSC,Music,MUSP,400,24048,42B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Meidell,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Meidell,K. Meidell,,Katrin Meidell
FA,Fine Arts,MUSC,Music,MUSP,400,24075,42C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Meidell,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Meidell,K. Meidell,,Katrin Meidell
FA,Fine Arts,MUSC,Music,MUSP,400,24075,42C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Meidell,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Meidell,K. Meidell,,Katrin Meidell
FA,Fine Arts,MUSC,Music,MUSP,400,24075,42C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Meidell,8/21/17,12/11/17,,,     , ,1,Meidell,K. Meidell,,Katrin Meidell
FA,Fine Arts,MUSC,Music,MUSP,400,11401,43,Major Study,M,1,30,0,30,,N,0,0,0,Active,Opie,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Opie,P. Opie,,Peter Opie
FA,Fine Arts,MUSC,Music,MUSP,400,11401,43,Major Study,M,1,30,0,30,400,N,0,0,0,Active,Opie,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Opie,P. Opie,,Peter Opie
FA,Fine Arts,MUSC,Music,MUSP,400,24017,43A,Major Study,M,2,30,0,30,,N,0,0,0,Active,Opie,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Opie,P. Opie,,Peter Opie
FA,Fine Arts,MUSC,Music,MUSP,400,24017,43A,Major Study,M,2,30,0,30,400,N,0,0,0,Active,Opie,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Opie,P. Opie,,Peter Opie
FA,Fine Arts,MUSC,Music,MUSP,400,24049,43B,Major Study,M,3,30,0,30,,N,0,0,0,Active,Opie,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Opie,P. Opie,,Peter Opie
FA,Fine Arts,MUSC,Music,MUSP,400,24049,43B,Major Study,M,3,30,0,30,400,N,0,0,0,Active,Opie,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Opie,P. Opie,,Peter Opie
FA,Fine Arts,MUSC,Music,MUSP,400,24076,43C,Major Study,M,4,30,0,30,,N,0,0,0,Active,Opie,8/21/17,12/11/17,1200,1350,  W   ,TBD TBD,1,Opie,P. Opie,,Peter Opie
FA,Fine Arts,MUSC,Music,MUSP,400,24076,43C,Major Study,M,4,30,0,30,400,N,0,0,0,Active,Opie,8/21/17,12/11/17,1300,1350,M     ,MI 104,1,Opie,P. Opie,,Peter Opie
